CRASH_RECORD_ID,CRASH_DATE,POSTED_SPEED_LIMIT,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,TRAFFIC_CONTROL_DEVICE,PRIM_CONTRIBUTORY_CAUSE,SEC_CONTRIBUTORY_CAUSE,INJURIES_FATAL,INJURIES_INCAPACITATING,INJURIES_NON_INCAPACITATING,INJURIES_TOTAL,CRASH_HOUR,CRASH_DAY_OF_WEEK,CRASH_MONTH,BEAT_OF_OCCURRENCE,STREET_NAME,LATITUDE,LONGITUDE,DATE_POLICE_NOTIFIED,year
CR00031036,03/23/2018 07:45:00 AM,15,CLEAR,DARKNESS - LIGHTED ROAD,REAR END,NOT DIVIDED,TRAFFIC SIGNAL,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,UNABLE TO DETERMINE,0,0,0,0,7,6,3,643,ROOSEVELT RD,41.991376,-87.718898,03/23/2018 09:20:00 AM,2018
CR00031037,02/21/2023 05:35:00 PM,35,CLOUDY/OVERCAST,DARKNESS - LIGHTED ROAD,REAR END,ONE-WAY,NO CONTROLS,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,0,0,0,17,3,2,718,CICERO AVE,41.746629,-87.573127,02/21/2023 07:03:00 PM,2023
CR00031038,05/02/2022 10:30:00 AM,20,CLEAR,DARKNESS - LIGHTED ROAD,TURNING,DIVIDED - W/MEDIAN BARRIER,NO CONTROLS,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,2,0,2,10,2,5,167,79TH ST,41.787103,-87.673245,05/02/2022 11:28:00 AM,2022
CR00031039,04/13/2018 03:39:00 PM,30,CLEAR,DARKNESS,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),STOP SIGN/FLASHER,WEATHER,FAILING TO REDUCE SPEED,0,0,0,0,15,6,4,1262,STATE ST,41.920425,-87.664128,04/13/2018 05:34:00 PM,2018
CR00031040,08/02/2019 03:17:00 PM,20,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),NO CONTROLS,UNABLE TO DETERMINE,WEATHER,0,0,0,0,15,6,8,655,CLARK ST,41.805144,-87.63212,08/02/2019 04:00:00 PM,2019
CR00031041,05/12/2016 06:26:00 AM,35,CLEAR,DARKNESS,ANGLE,NOT DIVIDED,NO CONTROLS,IMPROPER OVERTAKING/PASSING,IMPROPER LANE USAGE,0,0,0,0,6,5,5,872,ASHLAND AVE,41.923184,-87.595515,05/12/2016 06:35:00 AM,2016
CR00031042,05/06/2018 05:22:00 PM,30,CLEAR,DARKNESS - LIGHTED ROAD,REAR END,ONE-WAY,YIELD,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,UNABLE TO DETERMINE,0,0,0,0,17,1,5,1005,CLARK ST,41.964999,-87.778754,05/06/2018 06:27:00 PM,2018
CR00031043,09/30/2017 06:39:00 PM,15,FOG/SMOKE/HAZE,DARKNESS - LIGHTED ROAD,REAR END,NOT DIVIDED,STOP SIGN/FLASHER,FOLLOWING TOO CLOSELY,DISREGARDING TRAFFIC SIGNALS,0,0,0,0,18,7,9,1697,STONY ISLAND AVE,41.936759,-87.766218,09/30/2017 08:10:00 PM,2017
CR00031044,03/18/2024 10:14:00 AM,30,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN BARRIER,TRAFFIC SIGNAL,DISTRACTION - FROM INSIDE VEHICLE,UNABLE TO DETERMINE,0,0,0,0,10,2,3,2268,STATE ST,41.892529,-87.608897,03/18/2024 11:32:00 AM,2024
CR00031045,01/26/2018 05:54:00 PM,30,CLEAR,DAYLIGHT,REAR END,T-INTERSECTION,TRAFFIC SIGNAL,FAILING TO YIELD RIGHT-OF-WAY,WEATHER,0,0,2,2,17,6,1,1128,DIVISION ST,41.993801,-87.8308,01/26/2018 06:20:00 PM,2018
CR00031046,04/07/2019 06:35:00 PM,30,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,TRAFFIC SIGNAL,DISTRACTION - FROM INSIDE VEHICLE,NOT APPLICABLE,0,0,0,0,18,1,4,1773,CALIFORNIA AVE,41.804415,-87.782708,04/07/2019 07:11:00 PM,2019
CR00031047,03/04/2023 07:01:00 AM,15,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,FOUR WAY,TRAFFIC SIGNAL,DISTRACTION - FROM INSIDE VEHICLE,FAILING TO REDUCE SPEED,0,0,0,0,7,7,3,642,WESTERN AVE,41.900197,-87.693311,03/04/2023 07:02:00 AM,2023
CR00031048,06/25/2020 08:45:00 PM,30,CLEAR,DARKNESS,SIDESWIPE SAME DIRECTION,NOT DIVIDED,NO CONTROLS,UNABLE TO DETERMINE,FOLLOWING TOO CLOSELY,0,0,1,1,20,5,6,937,ASHLAND AVE,41.903562,-87.695724,06/25/2020 10:02:00 PM,2020
CR00031049,11/24/2019 07:19:00 AM,20,CLEAR,DUSK,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),NO CONTROLS,FOLLOWING TOO CLOSELY,UNABLE TO DETERMINE,0,0,0,0,7,1,11,2018,FULLERTON AVE,41.843771,-87.516094,11/24/2019 08:53:00 AM,2019
CR00031050,03/26/2019 05:37:00 AM,35,CLOUDY/OVERCAST,DUSK,PARKED MOTOR VEHICLE,NOT DIVIDED,UNKNOWN,UNABLE TO DETERMINE,FOLLOWING TOO CLOSELY,0,1,1,2,5,3,3,2011,ELSTON AVE,41.975743,-87.666914,03/26/2019 06:21:00 AM,2019
CR00031051,08/24/2021 12:23:00 AM,30,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,NO CONTROLS,FOLLOWING TOO CLOSELY,NOT APPLICABLE,0,0,0,0,0,3,8,1780,CALIFORNIA AVE,41.775774,-87.622677,08/24/2021 12:52:00 AM,2021
CR00031052,08/27/2019 09:25:00 AM,30,SNOW,DARKNESS - LIGHTED ROAD,TURNING,NOT DIVIDED,UNKNOWN,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,0,1,1,9,3,8,318,CICERO AVE,41.97238,-87.833412,08/27/2019 10:03:00 AM,2019
CR00031053,05/28/2016 06:27:00 PM,30,CLEAR,DARKNESS - LIGHTED ROAD,SIDESWIPE SAME DIRECTION,NOT DIVIDED,TRAFFIC SIGNAL,IMPROPER OVERTAKING/PASSING,FAILING TO YIELD RIGHT-OF-WAY,0,0,0,0,18,7,5,2137,DAMEN AVE,41.82376,-87.538012,05/28/2016 06:47:00 PM,2016
CR00031054,07/03/2016 08:43:00 PM,35,FOG/SMOKE/HAZE,DARKNESS - LIGHTED ROAD,PARKED MOTOR VEHICLE,NOT DIVIDED,UNKNOWN,FOLLOWING TOO CLOSELY,DISREGARDING TRAFFIC SIGNALS,0,0,0,0,20,1,7,1154,IRVING PARK RD,41.752527,-87.808733,07/03/2016 10:07:00 PM,2016
CR00031055,10/13/2017 08:58:00 AM,15,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,DIVIDED - W/MEDIAN (NOT RAISED),UNKNOWN,IMPROPER OVERTAKING/PASSING,IMPROPER OVERTAKING/PASSING,0,0,0,0,8,6,10,437,ELSTON AVE,41.852602,-87.613334,10/13/2017 10:11:00 AM,2017
CR00031056,07/28/2019 10:05:00 AM,45,CLEAR,DAYLIGHT,ANGLE,FOUR WAY,NO CONTROLS,UNABLE TO DETERMINE,NOT APPLICABLE,0,0,0,0,10,1,7,2270,ARCHER AVE,41.957712,-87.67192,07/28/2019 11:58:00 AM,2019
CR00031057,04/25/2017 05:02:00 AM,45,SNOW,DAYLIGHT,FIXED OBJECT,ONE-WAY,TRAFFIC SIGNAL,FAILING TO YIELD RIGHT-OF-WAY,FOLLOWING TOO CLOSELY,0,0,0,0,5,3,4,2235,MILWAUKEE AVE,41.939751,-87.714647,04/25/2017 06:44:00 AM,2017
CR00031058,01/10/2018 10:47:00 AM,25,SNOW,DAYLIGHT,REAR END,NOT DIVIDED,TRAFFIC SIGNAL,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,UNABLE TO DETERMINE,0,1,0,1,10,4,1,2149,63RD ST,41.750917,-87.739985,01/10/2018 11:26:00 AM,2018
CR00031059,09/07/2022 09:33:00 AM,30,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,TRAFFIC SIGNAL,IMPROPER LANE USAGE,DISREGARDING TRAFFIC SIGNALS,0,0,0,0,9,4,9,216,KEDZIE AVE,41.747776,-87.53127,09/07/2022 11:32:00 AM,2022
CR00031060,05/31/2015 06:59:00 AM,35,SNOW,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),NO CONTROLS,UNABLE TO DETERMINE,FOLLOWING TOO CLOSELY,0,0,0,0,6,1,5,2143,DAMEN AVE,41.997272,-87.50926,05/31/2015 08:21:00 AM,2015
CR00031061,11/29/2022 03:41:00 PM,45,CLEAR,DARKNESS - LIGHTED ROAD,FIXED OBJECT,NOT DIVIDED,STOP SIGN/FLASHER,IMPROPER OVERTAKING/PASSING,FOLLOWING TOO CLOSELY,0,0,2,2,15,3,11,635,KEDZIE AVE,41.941636,-87.790779,11/29/2022 04:59:00 PM,2022
CR00031062,01/10/2024 12:18:00 PM,30,RAIN,DAYLIGHT,ANGLE,FOUR WAY,NO CONTROLS,FAILING TO YIELD RIGHT-OF-WAY,FOLLOWING TOO CLOSELY,0,0,0,0,12,4,1,1121,WESTERN AVE,41.957189,-87.520891,01/10/2024 12:27:00 PM,2024
CR00031063,06/11/2021 03:18:00 PM,30,CLEAR,DAYLIGHT,PEDESTRIAN,T-INTERSECTION,TRAFFIC SIGNAL,FAILING TO REDUCE SPEED,FOLLOWING TOO CLOSELY,0,0,0,0,15,6,6,1418,LAKE SHORE DR,41.777238,-87.618694,06/11/2021 04:43:00 PM,2021
CR00031064,02/22/2018 06:26:00 PM,30,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,DIVIDED - W/MEDIAN BARRIER,TRAFFIC SIGNAL,FOLLOWING TOO CLOSELY,FAILING TO YIELD RIGHT-OF-WAY,0,0,0,0,18,5,2,1458,IRVING PARK RD,41.885279,-87.594151,02/22/2018 07:30:00 PM,2018
CR00031065,10/21/2016 05:45:00 PM,45,CLEAR,DAYLIGHT,FIXED OBJECT,ONE-WAY,TRAFFIC SIGNAL,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,0,0,0,17,6,10,2087,CLARK ST,41.74305,-87.800676,10/21/2016 07:25:00 PM,2016
CR00031066,12/29/2024 04:50:00 PM,30,CLEAR,DAYLIGHT,ANGLE,NOT DIVIDED,TRAFFIC SIGNAL,DISTRACTION - FROM INSIDE VEHICLE,IMPROPER LANE USAGE,0,0,0,0,16,1,12,1778,ELSTON AVE,41.920809,-87.750521,12/29/2024 06:47:00 PM,2024
CR00031067,08/24/2024 05:32:00 PM,15,SNOW,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),UNKNOWN,UNABLE TO DETERMINE,NOT APPLICABLE,0,0,0,0,17,7,8,1290,CICERO AVE,41.851036,-87.692575,08/24/2024 07:27:00 PM,2024
CR00031068,10/21/2023 03:37:00 PM,20,CLOUDY/OVERCAST,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN BARRIER,TRAFFIC SIGNAL,UNABLE TO DETERMINE,FAILING TO REDUCE SPEED,0,0,0,0,15,7,10,2073,OGDEN AVE,41.705844,-87.78084,10/21/2023 05:20:00 PM,2023
CR00031069,06/07/2019 03:11:00 AM,45,CLEAR,DARKNESS - LIGHTED ROAD,REAR END,ONE-WAY,TRAFFIC SIGNAL,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,FOLLOWING TOO CLOSELY,0,0,1,1,3,6,6,2028,ROOSEVELT RD,41.826982,-87.745483,06/07/2019 03:54:00 AM,2019
CR00031070,06/28/2019 03:49:00 PM,30,CLEAR,DARKNESS,ANGLE,NOT DIVIDED,TRAFFIC SIGNAL,IMPROPER LANE USAGE,FAILING TO YIELD RIGHT-OF-WAY,0,0,0,0,15,6,6,250,STATE ST,41.968065,-87.606183,06/28/2019 03:50:00 PM,2019
CR00031071,03/31/2017 12:18:00 PM,25,CLEAR,DAYLIGHT,ANGLE,NOT DIVIDED,STOP SIGN/FLASHER,FAILING TO YIELD RIGHT-OF-WAY,UNABLE TO DETERMINE,0,0,0,0,12,6,3,2242,63RD ST,41.885462,-87.602882,03/31/2017 01:19:00 PM,2017
CR00031072,01/26/2024 08:07:00 PM,30,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,TRAFFIC SIGNAL,UNABLE TO DETERMINE,FAILING TO YIELD RIGHT-OF-WAY,0,0,1,1,20,6,1,1440,FULLERTON AVE,41.797504,-87.698513,01/26/2024 08:34:00 PM,2024
CR00031073,12/04/2018 03:55:00 AM,35,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),NO CONTROLS,FAILING TO YIELD RIGHT-OF-WAY,UNABLE TO DETERMINE,0,0,0,0,3,3,12,1977,OGDEN AVE,41.876551,-87.848174,12/04/2018 04:23:00 AM,2018
CR00031074,08/26/2019 07:32:00 AM,30,CLEAR,DAYLIGHT,PEDESTRIAN,DIVIDED - W/MEDIAN BARRIER,YIELD,UNABLE TO DETERMINE,IMPROPER OVERTAKING/PASSING,0,0,0,0,7,2,8,1309,CALIFORNIA AVE,41.711012,-87.682136,08/26/2019 09:20:00 AM,2019
CR00031075,12/31/2016 04:49:00 PM,30,CLEAR,DAYLIGHT,ANGLE,NOT DIVIDED,TRAFFIC SIGNAL,DISTRACTION - FROM INSIDE VEHICLE,DISTRACTION - FROM INSIDE VEHICLE,0,0,2,2,16,7,12,2488,DIVISION ST,41.995474,-87.526688,12/31/2016 05:06:00 PM,2016
CR00031076,06/25/2017 06:10:00 PM,45,CLEAR,DARKNESS,TURNING,NOT DIVIDED,NO CONTROLS,UNABLE TO DETERMINE,FOLLOWING TOO CLOSELY,0,0,0,0,18,1,6,1551,CLARK ST,41.864212,-87.709416,06/25/2017 06:16:00 PM,2017
CR00031077,08/11/2020 02:55:00 PM,35,RAIN,DARKNESS - LIGHTED ROAD,REAR END,T-INTERSECTION,NO CONTROLS,IMPROPER OVERTAKING/PASSING,UNABLE TO DETERMINE,0,0,0,0,14,3,8,486,CALIFORNIA AVE,41.940443,-87.689582,08/11/2020 03:12:00 PM,2020
CR00031078,09/15/2018 01:19:00 PM,35,CLEAR,DARKNESS - LIGHTED ROAD,PEDESTRIAN,ONE-WAY,UNKNOWN,UNABLE TO DETERMINE,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,0,0,0,0,13,7,9,127,CALIFORNIA AVE,41.72864,-87.516998,09/15/2018 02:10:00 PM,2018
CR00031079,12/04/2018 07:07:00 PM,20,CLEAR,DARKNESS,PARKED MOTOR VEHICLE,FOUR WAY,NO CONTROLS,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,IMPROPER LANE USAGE,0,0,0,0,19,3,12,1465,CLARK ST,41.873585,-87.51139,12/04/2018 07:40:00 PM,2018
CR00031080,11/23/2022 09:25:00 AM,15,CLEAR,DARKNESS - LIGHTED ROAD,SIDESWIPE SAME DIRECTION,FOUR WAY,PEDESTRIAN CROSSING SIGN,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,IMPROPER LANE USAGE,0,0,0,0,9,4,11,2116,ARCHER AVE,41.705642,-87.60818,11/23/2022 10:46:00 AM,2022
CR00031081,01/27/2019 04:25:00 AM,20,CLEAR,DARKNESS,REAR END,FOUR WAY,NO CONTROLS,UNABLE TO DETERMINE,FAILING TO YIELD RIGHT-OF-WAY,0,0,0,0,4,1,1,2516,STONY ISLAND AVE,41.701046,-87.574288,01/27/2019 06:03:00 AM,2019
CR00031082,02/28/2022 12:55:00 PM,25,FOG/SMOKE/HAZE,DAYLIGHT,REAR TO FRONT,NOT DIVIDED,STOP SIGN/FLASHER,UNABLE TO DETERMINE,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,0,0,0,0,12,2,2,791,79TH ST,41.838599,-87.686762,02/28/2022 12:59:00 PM,2022
CR00031083,07/08/2018 09:28:00 AM,20,RAIN,DAYLIGHT,ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),NO CONTROLS,DISREGARDING TRAFFIC SIGNALS,DISTRACTION - FROM INSIDE VEHICLE,0,0,0,0,9,1,7,512,DIVISION ST,41.779453,-87.56098,07/08/2018 10:31:00 AM,2018
CR00031084,04/13/2021 03:08:00 PM,30,CLEAR,DARKNESS - LIGHTED ROAD,TURNING,NOT DIVIDED,NO CONTROLS,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,0,0,0,15,3,4,2419,47TH ST,41.817787,-87.713022,04/13/2021 03:17:00 PM,2021
CR00031085,01/31/2018 06:34:00 AM,25,CLOUDY/OVERCAST,DARKNESS,FIXED OBJECT,ONE-WAY,TRAFFIC SIGNAL,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,WEATHER,0,0,1,1,6,4,1,1239,CICERO AVE,41.790927,-87.847395,01/31/2018 07:39:00 AM,2018
CR00031086,04/21/2015 12:02:00 PM,45,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,PEDESTRIAN CROSSING SIGN,DISTRACTION - FROM INSIDE VEHICLE,IMPROPER LANE USAGE,0,0,0,0,12,3,4,1808,MICHIGAN AVE,41.925828,-87.618674,04/21/2015 01:26:00 PM,2015
CR00031087,05/03/2017 02:55:00 PM,35,CLEAR,DARKNESS - LIGHTED ROAD,PEDESTRIAN,DIVIDED - W/MEDIAN (NOT RAISED),NO CONTROLS,DISREGARDING TRAFFIC SIGNALS,IMPROPER LANE USAGE,0,0,0,0,14,4,5,287,CICERO AVE,41.733134,-87.505881,05/03/2017 04:07:00 PM,2017
CR00031088,08/08/2023 01:19:00 AM,35,RAIN,DAYLIGHT,PEDESTRIAN,ONE-WAY,UNKNOWN,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,FAILING TO YIELD RIGHT-OF-WAY,0,0,1,1,1,3,8,521,47TH ST,41.898137,-87.665893,08/08/2023 02:49:00 AM,2023
CR00031089,09/18/2018 09:19:00 PM,35,FOG/SMOKE/HAZE,DARKNESS - LIGHTED ROAD,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),UNKNOWN,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,IMPROPER LANE USAGE,0,0,0,0,21,3,9,1802,OGDEN AVE,41.850192,-87.694809,09/18/2018 10:46:00 PM,2018
CR00031090,10/03/2019 12:54:00 PM,40,CLEAR,DARKNESS - LIGHTED ROAD,FIXED OBJECT,ONE-WAY,TRAFFIC SIGNAL,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,FAILING TO REDUCE SPEED,0,0,1,1,12,5,10,2240,IRVING PARK RD,41.776557,-87.694803,10/03/2019 01:08:00 PM,2019
CR00031091,06/18/2016 08:58:00 AM,40,CLEAR,DARKNESS - LIGHTED ROAD,PARKED MOTOR VEHICLE,DIVIDED - W/MEDIAN (NOT RAISED),TRAFFIC SIGNAL,UNABLE TO DETERMINE,IMPROPER OVERTAKING/PASSING,0,0,0,0,8,7,6,1662,IRVING PARK RD,41.988549,-87.783707,06/18/2016 10:55:00 AM,2016
CR00031092,04/17/2024 04:18:00 PM,30,CLEAR,DAYLIGHT,FIXED OBJECT,NOT DIVIDED,NO CONTROLS,UNABLE TO DETERMINE,DISTRACTION - FROM INSIDE VEHICLE,0,0,0,0,16,4,4,745,WESTERN AVE,41.885725,-87.81469,04/17/2024 05:29:00 PM,2024
CR00031093,05/28/2021 08:49:00 AM,20,CLEAR,DUSK,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),NO CONTROLS,UNABLE TO DETERMINE,NOT APPLICABLE,0,0,0,0,8,6,5,1107,PULASKI RD,41.869525,-87.62486,05/28/2021 09:04:00 AM,2021
CR00031094,11/20/2017 08:41:00 AM,15,CLEAR,DAYLIGHT,PEDESTRIAN,DIVIDED - W/MEDIAN (NOT RAISED),UNKNOWN,DISTRACTION - FROM INSIDE VEHICLE,IMPROPER LANE USAGE,0,2,0,2,8,2,11,1499,IRVING PARK RD,41.909538,-87.604834,11/20/2017 08:43:00 AM,2017
CR00031095,03/21/2020 04:04:00 AM,40,RAIN,DARKNESS - LIGHTED ROAD,REAR END,FOUR WAY,PEDESTRIAN CROSSING SIGN,WEATHER,FAILING TO YIELD RIGHT-OF-WAY,0,0,0,0,4,7,3,454,LAKE SHORE DR,41.983337,-87.624279,03/21/2020 04:14:00 AM,2020
CR00031096,05/16/2017 09:31:00 AM,30,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,STOP SIGN/FLASHER,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,DISTRACTION - FROM INSIDE VEHICLE,0,0,3,3,9,3,5,115,OGDEN AVE,41.866781,-87.624009,05/16/2017 09:45:00 AM,2017
CR00031097,01/13/2017 05:45:00 PM,45,CLEAR,DAWN,REAR END,NOT DIVIDED,TRAFFIC SIGNAL,FOLLOWING TOO CLOSELY,DISREGARDING TRAFFIC SIGNALS,0,0,0,0,17,6,1,1126,47TH ST,41.884211,-87.769972,01/13/2017 07:22:00 PM,2017
CR00031098,12/20/2015 09:18:00 AM,30,CLEAR,DARKNESS - LIGHTED ROAD,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),NO CONTROLS,UNABLE TO DETERMINE,FOLLOWING TOO CLOSELY,0,0,0,0,9,1,12,120,OGDEN AVE,41.987089,-87.830997,12/20/2015 10:54:00 AM,2015
CR00031099,11/24/2022 08:29:00 PM,30,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,NO CONTROLS,DISREGARDING TRAFFIC SIGNALS,UNABLE TO DETERMINE,0,0,0,0,20,5,11,705,IRVING PARK RD,41.90946,-87.777926,11/24/2022 08:30:00 PM,2022
CR00031100,05/12/2021 06:24:00 PM,35,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,TRAFFIC SIGNAL,FOLLOWING TOO CLOSELY,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,0,0,0,0,18,4,5,1395,WESTERN AVE,41.866568,-87.639919,05/12/2021 06:44:00 PM,2021
CR00031101,09/27/2015 07:46:00 AM,35,CLOUDY/OVERCAST,DAYLIGHT,REAR END,T-INTERSECTION,TRAFFIC SIGNAL,DISREGARDING TRAFFIC SIGNALS,NOT APPLICABLE,0,0,0,0,7,1,9,1815,DAMEN AVE,41.852695,-87.786144,09/27/2015 08:06:00 AM,2015
CR00031102,06/14/2018 07:18:00 PM,35,RAIN,DARKNESS - LIGHTED ROAD,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),NO CONTROLS,FAILING TO YIELD RIGHT-OF-WAY,FAILING TO YIELD RIGHT-OF-WAY,0,0,0,0,19,5,6,2025,63RD ST,41.868076,-87.809217,06/14/2018 08:39:00 PM,2018
CR00031103,01/08/2024 03:40:00 PM,45,CLEAR,DARKNESS,PARKED MOTOR VEHICLE,DIVIDED - W/MEDIAN (NOT RAISED),STOP SIGN/FLASHER,DISREGARDING TRAFFIC SIGNALS,FAILING TO YIELD RIGHT-OF-WAY,0,0,0,0,15,2,1,2372,DIVISION ST,41.714367,-87.734716,01/08/2024 05:24:00 PM,2024
CR00031104,11/15/2019 01:15:00 PM,25,RAIN,DAYLIGHT,REAR TO FRONT,DIVIDED - W/MEDIAN (NOT RAISED),NO CONTROLS,UNABLE TO DETERMINE,WEATHER,0,0,0,0,13,6,11,2499,CICERO AVE,41.884419,-87.57893,11/15/2019 01:25:00 PM,2019
CR00031105,03/15/2017 03:24:00 PM,35,CLOUDY/OVERCAST,DAYLIGHT,ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),NO CONTROLS,IMPROPER OVERTAKING/PASSING,DISTRACTION - FROM INSIDE VEHICLE,0,0,1,1,15,4,3,700,ELSTON AVE,41.888288,-87.76867,03/15/2017 05:23:00 PM,2017
CR00031106,07/20/2020 01:36:00 PM,30,CLEAR,DARKNESS - LIGHTED ROAD,TURNING,FOUR WAY,STOP SIGN/FLASHER,FAILING TO YIELD RIGHT-OF-WAY,FAILING TO REDUCE SPEED,0,0,0,0,13,2,7,168,IRVING PARK RD,41.987848,-87.72328,07/20/2020 02:46:00 PM,2020
CR00031107,12/24/2021 05:41:00 AM,40,CLOUDY/OVERCAST,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),NO CONTROLS,FAILING TO YIELD RIGHT-OF-WAY,UNABLE TO DETERMINE,0,0,0,0,5,6,12,1532,79TH ST,41.874337,-87.50114,12/24/2021 07:02:00 AM,2021
CR00031108,01/07/2023 03:17:00 PM,40,CLEAR,DAYLIGHT,ANGLE,NOT DIVIDED,UNKNOWN,UNABLE TO DETERMINE,DISTRACTION - FROM INSIDE VEHICLE,0,0,1,1,15,7,1,1404,IRVING PARK RD,41.863849,-87.621083,01/07/2023 04:52:00 PM,2023
CR00031109,02/23/2016 11:35:00 AM,45,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,STOP SIGN/FLASHER,UNABLE TO DETERMINE,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,0,0,0,0,11,3,2,2037,63RD ST,41.95806,-87.511802,02/23/2016 11:46:00 AM,2016
CR00031110,07/12/2024 02:41:00 PM,35,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,NO CONTROLS,FAILING TO YIELD RIGHT-OF-WAY,DISTRACTION - FROM INSIDE VEHICLE,0,0,0,0,14,6,7,1980,ROOSEVELT RD,41.834541,-87.685875,07/12/2024 03:14:00 PM,2024
CR00031111,08/02/2016 02:36:00 AM,15,CLEAR,DAYLIGHT,TURNING,ONE-WAY,TRAFFIC SIGNAL,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,0,0,0,0,2,3,8,1094,63RD ST,41.95944,-87.741534,08/02/2016 04:36:00 AM,2016
CR00031112,04/19/2015 06:24:00 AM,30,CLEAR,DARKNESS - LIGHTED ROAD,ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),NO CONTROLS,DISTRACTION - FROM INSIDE VEHICLE,UNABLE TO DETERMINE,0,0,0,0,6,1,4,1368,ELSTON AVE,41.87335,-87.750644,04/19/2015 06:30:00 AM,2015
CR00031113,11/14/2015 09:20:00 PM,35,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,YIELD,IMPROPER OVERTAKING/PASSING,FAILING TO REDUCE SPEED,0,0,0,0,21,7,11,1153,STATE ST,41.77503,-87.590192,11/14/2015 11:15:00 PM,2015
CR00031114,01/07/2024 11:02:00 PM,35,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,FOUR WAY,STOP SIGN/FLASHER,DISREGARDING TRAFFIC SIGNALS,DISREGARDING TRAFFIC SIGNALS,0,0,0,0,23,1,1,327,OGDEN AVE,41.80318,-87.779355,01/08/2024 12:43:00 AM,2024
CR00031115,06/17/2022 10:10:00 AM,20,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,TRAFFIC SIGNAL,IMPROPER OVERTAKING/PASSING,FAILING TO YIELD RIGHT-OF-WAY,0,0,0,0,10,6,6,1161,CICERO AVE,41.743651,-87.587066,06/17/2022 10:52:00 AM,2022
CR00031116,12/24/2015 03:14:00 AM,25,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,TRAFFIC SIGNAL,FOLLOWING TOO CLOSELY,FOLLOWING TOO CLOSELY,0,0,0,0,3,5,12,784,CALIFORNIA AVE,41.94743,-87.707025,12/24/2015 04:50:00 AM,2015
